href_value,contact_id,scrapped
https://app.nomination.fr/contact/549921,549921,False
https://app.nomination.fr/contact/550078,550078,False
https://app.nomination.fr/contact/550299,550299,False
https://app.nomination.fr/contact/550307,550307,False
https://app.nomination.fr/contact/550393,550393,False
https://app.nomination.fr/contact/550652,550652,False
https://app.nomination.fr/contact/551121,551121,False
https://app.nomination.fr/contact/551661,551661,False
https://app.nomination.fr/contact/552687,552687,False
https://app.nomination.fr/contact/553416,553416,False
https://app.nomination.fr/contact/554381,554381,False
https://app.nomination.fr/contact/554733,554733,False
https://app.nomination.fr/contact/554766,554766,False
https://app.nomination.fr/contact/554892,554892,False
https://app.nomination.fr/contact/555213,555213,False
https://app.nomination.fr/contact/555312,555312,False
https://app.nomination.fr/contact/555664,555664,False
https://app.nomination.fr/contact/556136,556136,False
https://app.nomination.fr/contact/556578,556578,False
https://app.nomination.fr/contact/556829,556829,False
https://app.nomination.fr/contact/556875,556875,False
https://app.nomination.fr/contact/557233,557233,False
https://app.nomination.fr/contact/557729,557729,False
https://app.nomination.fr/contact/558122,558122,False
https://app.nomination.fr/contact/558154,558154,False
https://app.nomination.fr/contact/558190,558190,False
https://app.nomination.fr/contact/558561,558561,False
https://app.nomination.fr/contact/559645,559645,False
https://app.nomination.fr/contact/560349,560349,False
https://app.nomination.fr/contact/563297,563297,False
https://app.nomination.fr/contact/564043,564043,False
https://app.nomination.fr/contact/565169,565169,False
https://app.nomination.fr/contact/566062,566062,False
https://app.nomination.fr/contact/568988,568988,False
https://app.nomination.fr/contact/569030,569030,False
https://app.nomination.fr/contact/569154,569154,False
https://app.nomination.fr/contact/570580,570580,False
https://app.nomination.fr/contact/570698,570698,False
https://app.nomination.fr/contact/571484,571484,False
https://app.nomination.fr/contact/574600,574600,False
https://app.nomination.fr/contact/576650,576650,False
https://app.nomination.fr/contact/576660,576660,False
https://app.nomination.fr/contact/576678,576678,False
https://app.nomination.fr/contact/578625,578625,False
https://app.nomination.fr/contact/579225,579225,False
https://app.nomination.fr/contact/582799,582799,False
https://app.nomination.fr/contact/582979,582979,False
https://app.nomination.fr/contact/583337,583337,False
https://app.nomination.fr/contact/584289,584289,False
https://app.nomination.fr/contact/584933,584933,False
https://app.nomination.fr/contact/585377,585377,False
https://app.nomination.fr/contact/585625,585625,False
https://app.nomination.fr/contact/585925,585925,False
https://app.nomination.fr/contact/586073,586073,False
https://app.nomination.fr/contact/586483,586483,False
https://app.nomination.fr/contact/586933,586933,False
https://app.nomination.fr/contact/586959,586959,False
https://app.nomination.fr/contact/587129,587129,False
https://app.nomination.fr/contact/587467,587467,False
https://app.nomination.fr/contact/588575,588575,False
https://app.nomination.fr/contact/588673,588673,False
https://app.nomination.fr/contact/591529,591529,False
https://app.nomination.fr/contact/593015,593015,False
https://app.nomination.fr/contact/593121,593121,False
https://app.nomination.fr/contact/593231,593231,False
https://app.nomination.fr/contact/593237,593237,False
https://app.nomination.fr/contact/593399,593399,False
https://app.nomination.fr/contact/593953,593953,False
https://app.nomination.fr/contact/594349,594349,False
https://app.nomination.fr/contact/594361,594361,False
https://app.nomination.fr/contact/596125,596125,False
https://app.nomination.fr/contact/596177,596177,False
https://app.nomination.fr/contact/596291,596291,False
https://app.nomination.fr/contact/598543,598543,False
https://app.nomination.fr/contact/598547,598547,False
https://app.nomination.fr/contact/598569,598569,False
https://app.nomination.fr/contact/598865,598865,False
https://app.nomination.fr/contact/600115,600115,False
https://app.nomination.fr/contact/601045,601045,False
https://app.nomination.fr/contact/601699,601699,False
https://app.nomination.fr/contact/603589,603589,False
https://app.nomination.fr/contact/603615,603615,False
https://app.nomination.fr/contact/604335,604335,False
https://app.nomination.fr/contact/604723,604723,False
https://app.nomination.fr/contact/607827,607827,False
https://app.nomination.fr/contact/608311,608311,False
https://app.nomination.fr/contact/611501,611501,False
https://app.nomination.fr/contact/612319,612319,False
https://app.nomination.fr/contact/612689,612689,False
https://app.nomination.fr/contact/613133,613133,False
https://app.nomination.fr/contact/613139,613139,False
https://app.nomination.fr/contact/613141,613141,False
https://app.nomination.fr/contact/613523,613523,False
https://app.nomination.fr/contact/613709,613709,False
https://app.nomination.fr/contact/613959,613959,False
https://app.nomination.fr/contact/615011,615011,False
https://app.nomination.fr/contact/615135,615135,False
https://app.nomination.fr/contact/615585,615585,False
https://app.nomination.fr/contact/615769,615769,False
https://app.nomination.fr/contact/616859,616859,False
https://app.nomination.fr/contact/617255,617255,False
https://app.nomination.fr/contact/617319,617319,False
https://app.nomination.fr/contact/617427,617427,False
https://app.nomination.fr/contact/617603,617603,False
https://app.nomination.fr/contact/618783,618783,False
https://app.nomination.fr/contact/619643,619643,False
https://app.nomination.fr/contact/619843,619843,False
https://app.nomination.fr/contact/619845,619845,False
https://app.nomination.fr/contact/620021,620021,False
https://app.nomination.fr/contact/620401,620401,False
https://app.nomination.fr/contact/620447,620447,False
https://app.nomination.fr/contact/620461,620461,False
https://app.nomination.fr/contact/621219,621219,False
https://app.nomination.fr/contact/621855,621855,False
https://app.nomination.fr/contact/621861,621861,False
https://app.nomination.fr/contact/622399,622399,False
https://app.nomination.fr/contact/623085,623085,False
https://app.nomination.fr/contact/624667,624667,False
https://app.nomination.fr/contact/625297,625297,False
https://app.nomination.fr/contact/625301,625301,False
https://app.nomination.fr/contact/625305,625305,False
https://app.nomination.fr/contact/625431,625431,False
https://app.nomination.fr/contact/625433,625433,False
https://app.nomination.fr/contact/625501,625501,False
https://app.nomination.fr/contact/625711,625711,False
https://app.nomination.fr/contact/628129,628129,False
https://app.nomination.fr/contact/628999,628999,False
https://app.nomination.fr/contact/632325,632325,False
https://app.nomination.fr/contact/632859,632859,False
https://app.nomination.fr/contact/632863,632863,False
https://app.nomination.fr/contact/632865,632865,False
https://app.nomination.fr/contact/632867,632867,False
https://app.nomination.fr/contact/632871,632871,False
https://app.nomination.fr/contact/633051,633051,False
https://app.nomination.fr/contact/633061,633061,False
https://app.nomination.fr/contact/637721,637721,False
https://app.nomination.fr/contact/639885,639885,False
https://app.nomination.fr/contact/641815,641815,False
https://app.nomination.fr/contact/642201,642201,False
https://app.nomination.fr/contact/642525,642525,False
https://app.nomination.fr/contact/642739,642739,False
https://app.nomination.fr/contact/642777,642777,False
https://app.nomination.fr/contact/642871,642871,False
https://app.nomination.fr/contact/643451,643451,False
https://app.nomination.fr/contact/644199,644199,False
https://app.nomination.fr/contact/645053,645053,False
https://app.nomination.fr/contact/645279,645279,False
https://app.nomination.fr/contact/646045,646045,False
https://app.nomination.fr/contact/646113,646113,False
https://app.nomination.fr/contact/646971,646971,False
https://app.nomination.fr/contact/647005,647005,False
https://app.nomination.fr/contact/647101,647101,False
https://app.nomination.fr/contact/647621,647621,False
https://app.nomination.fr/contact/647823,647823,False
https://app.nomination.fr/contact/648997,648997,False
https://app.nomination.fr/contact/652437,652437,False
https://app.nomination.fr/contact/652573,652573,False
https://app.nomination.fr/contact/652929,652929,False
https://app.nomination.fr/contact/652997,652997,False
https://app.nomination.fr/contact/653855,653855,False
https://app.nomination.fr/contact/654251,654251,False
https://app.nomination.fr/contact/654431,654431,False
https://app.nomination.fr/contact/654717,654717,False
https://app.nomination.fr/contact/656868,656868,False
https://app.nomination.fr/contact/657516,657516,False
https://app.nomination.fr/contact/658190,658190,False
https://app.nomination.fr/contact/660070,660070,False
https://app.nomination.fr/contact/660650,660650,False
https://app.nomination.fr/contact/662190,662190,False
https://app.nomination.fr/contact/662617,662617,False
https://app.nomination.fr/contact/662619,662619,False
https://app.nomination.fr/contact/663841,663841,False
https://app.nomination.fr/contact/663845,663845,False
https://app.nomination.fr/contact/663899,663899,False
https://app.nomination.fr/contact/664459,664459,False
https://app.nomination.fr/contact/664899,664899,False
https://app.nomination.fr/contact/665425,665425,False
https://app.nomination.fr/contact/665429,665429,False
https://app.nomination.fr/contact/666569,666569,False
https://app.nomination.fr/contact/666697,666697,False
https://app.nomination.fr/contact/667267,667267,False
https://app.nomination.fr/contact/667489,667489,False
https://app.nomination.fr/contact/667805,667805,False
https://app.nomination.fr/contact/668429,668429,False
https://app.nomination.fr/contact/670431,670431,False
https://app.nomination.fr/contact/671433,671433,False
https://app.nomination.fr/contact/671601,671601,False
https://app.nomination.fr/contact/671673,671673,False
https://app.nomination.fr/contact/672087,672087,False
https://app.nomination.fr/contact/672119,672119,False
https://app.nomination.fr/contact/672223,672223,False
https://app.nomination.fr/contact/672473,672473,False
https://app.nomination.fr/contact/672517,672517,False
https://app.nomination.fr/contact/672543,672543,False
https://app.nomination.fr/contact/672893,672893,False
https://app.nomination.fr/contact/673059,673059,False
https://app.nomination.fr/contact/674075,674075,False
https://app.nomination.fr/contact/674099,674099,False
https://app.nomination.fr/contact/674537,674537,False
https://app.nomination.fr/contact/675049,675049,False
https://app.nomination.fr/contact/675283,675283,False
https://app.nomination.fr/contact/676055,676055,False
https://app.nomination.fr/contact/677117,677117,False
https://app.nomination.fr/contact/677179,677179,False
